팩토링ID,채권ID,법인명,고객ID,통화,팩토링사,팩토링실행일,팩토링금액,수수료율,실수령액,상환유형
FT1430,AR1850,중국법인,OC182,CNY,신한팩토링,2025-06-23,468176.76,0.0378,450479.68,비소구
FT1431,AR1850,중국법인,OC182,CNY,우리은행 무역금융,2025-07-04,336477.78,0.0222,329007.97,소구
FT1432,AR1852,중국법인,OC182,CNY,우리은행 무역금융,2025-04-28,1666530.97,0.0337,1610368.88,소구
FT1433,AR1854,중국법인,OC182,CNY,HSBC Trade Finance,2025-03-20,467810.05,0.0228,457143.98,소구
FT1434,AR1855,중국법인,OC182,CNY,우리은행 무역금융,2025-08-18,59291.14,0.0282,57619.13,소구
FT1435,AR1856,중국법인,OC182,CNY,신한팩토링,2025-08-19,1115304.29,0.0415,1069019.16,비소구
FT1436,AR1857,중국법인,OC182,CNY,신한팩토링,2025-05-23,2035067.35,0.0396,1954478.68,비소구
FT1437,AR1858,베트남법인,OC183,VND,HSBC Trade Finance,2025-04-24,2160419.29,0.0198,2117642.99,소구
FT1438,AR1861,베트남법인,OC183,VND,IBK기업은행,2025-07-14,1902697.51,0.0294,1846758.2,비소구
FT1439,AR1862,베트남법인,OC183,VND,HSBC Trade Finance,2025-01-18,1900740.07,0.0194,1863865.71,소구
FT1440,AR1863,베트남법인,OC183,VND,HSBC Trade Finance,2025-05-12,1577170.95,0.0407,1512980.09,비소구
FT1441,AR1864,미국법인,OC184,USD,신한팩토링,2025-05-06,27959.44,0.0172,27478.54,비소구
FT1442,AR1865,미국법인,OC184,USD,BNP Paribas Factor,2025-06-15,9343.34,0.0229,9129.38,비소구
FT1443,AR1867,미국법인,OC184,USD,BNP Paribas Factor,2025-03-24,77990.02,0.0288,75743.91,소구
FT1444,AR1868,미국법인,OC184,USD,우리은행 무역금융,2025-08-09,25282.33,0.0425,24207.83,소구
FT1445,AR1868,미국법인,OC184,USD,HSBC Trade Finance,2025-08-12,11095.75,0.0342,10716.28,소구
FT1446,AR1869,미국법인,OC184,USD,BNP Paribas Factor,2025-06-09,64269.64,0.0177,63132.07,비소구
FT1447,AR1871,미국법인,OC184,USD,IBK기업은행,2025-06-23,25274.16,0.0408,24242.97,비소구
FT1448,AR1872,미국법인,OC184,USD,우리은행 무역금융,2025-05-20,34503.49,0.0343,33320.02,비소구
FT1449,AR1873,미국법인,OC184,USD,IBK기업은행,2025-02-17,45060.97,0.0326,43591.98,소구
FT1450,AR1875,미국법인,OC184,USD,HSBC Trade Finance,2025-04-28,3189.92,0.0175,3134.1,소구
FT1451,AR1876,미국법인,OC184,USD,신한팩토링,2025-08-19,34710.33,0.0244,33863.4,비소구
FT1452,AR1877,중국법인,OC185,CNY,BNP Paribas Factor,2025-01-18,1625740.59,0.0324,1573066.59,비소구
FT1453,AR1879,중국법인,OC185,CNY,IBK기업은행,2025-04-29,2486587.71,0.0391,2389362.13,소구
FT1454,AR1880,중국법인,OC185,CNY,BNP Paribas Factor,2025-07-24,291057.21,0.0179,285847.29,소구
FT1455,AR1880,중국법인,OC185,CNY,IBK기업은행,2025-07-30,152133.15,0.0306,147477.88,소구
FT1456,AR1883,중국법인,OC185,CNY,BNP Paribas Factor,2025-03-25,176668.93,0.0416,169319.5,비소구
FT1457,AR1884,중국법인,OC185,CNY,우리은행 무역금융,2025-03-18,483467.36,0.0198,473894.71,소구
FT1458,AR1885,중국법인,OC185,CNY,IBK기업은행,2025-01-17,977302.5,0.019,958733.75,소구
FT1459,AR1886,중국법인,OC185,CNY,BNP Paribas Factor,2025-03-17,1184312.31,0.0379,1139426.87,소구
FT1460,AR1889,독일법인,OC186,EUR,BNP Paribas Factor,2025-03-24,62043.18,0.0392,59611.09,비소구
FT1461,AR1890,독일법인,OC186,EUR,BNP Paribas Factor,2025-05-05,22278.87,0.021,21811.01,소구
FT1462,AR1892,독일법인,OC186,EUR,신한팩토링,2025-03-19,35006.75,0.0332,33844.53,소구
FT1463,AR1894,독일법인,OC186,EUR,신한팩토링,2025-07-18,87538.25,0.0271,85165.96,비소구
FT1464,AR1895,독일법인,OC186,EUR,HSBC Trade Finance,2025-08-13,15264.9,0.0413,14634.46,소구
FT1465,AR1897,독일법인,OC186,EUR,우리은행 무역금융,2025-05-18,19620.65,0.0386,18863.29,비소구
FT1466,AR1897,독일법인,OC186,EUR,IBK기업은행,2025-05-15,10725.78,0.0292,10412.59,소구
FT1467,AR1899,독일법인,OC186,EUR,HSBC Trade Finance,2025-04-13,61071.3,0.0414,58542.95,비소구
FT1468,AR1901,싱가포르법인,OC187,SGD,IBK기업은행,2025-07-13,40317.24,0.0337,38958.55,소구
FT1469,AR1903,싱가포르법인,OC187,SGD,HSBC Trade Finance,2025-08-16,65016.41,0.0363,62656.31,소구
FT1470,AR1904,싱가포르법인,OC187,SGD,신한팩토링,2025-08-23,52757.08,0.0241,51485.63,비소구
FT1471,AR1905,싱가포르법인,OC187,SGD,IBK기업은행,2025-02-22,20419.96,0.0188,20036.06,비소구
FT1472,AR1906,싱가포르법인,OC187,SGD,BNP Paribas Factor,2025-06-18,35065.15,0.0169,34472.55,소구
FT1473,AR1907,싱가포르법인,OC187,SGD,HSBC Trade Finance,2025-06-15,4392.98,0.0225,4294.14,비소구
FT1474,AR1908,싱가포르법인,OC187,SGD,우리은행 무역금융,2025-03-05,49684.44,0.0229,48546.67,비소구
FT1475,AR1909,싱가포르법인,OC187,SGD,IBK기업은행,2025-01-18,21285.69,0.0393,20449.16,비소구
FT1476,AR1910,싱가포르법인,OC187,SGD,BNP Paribas Factor,2025-04-13,33142.85,0.0191,32509.82,소구
FT1477,AR1911,싱가포르법인,OC187,SGD,신한팩토링,2025-04-11,63479.18,0.0444,60660.7,소구
FT1478,AR1912,싱가포르법인,OC188,SGD,신한팩토링,2025-08-20,73707.35,0.0191,72299.54,소구
FT1479,AR1914,싱가포르법인,OC188,SGD,BNP Paribas Factor,2025-07-02,67428.96,0.0185,66181.52,비소구
FT1480,AR1915,싱가포르법인,OC188,SGD,HSBC Trade Finance,2025-05-23,9228.2,0.0184,9058.4,비소구
FT1481,AR1916,싱가포르법인,OC188,SGD,HSBC Trade Finance,2025-08-03,42071.02,0.0356,40573.29,소구
FT1482,AR1917,싱가포르법인,OC188,SGD,신한팩토링,2025-06-26,49291.03,0.0288,47871.45,소구
FT1483,AR1918,싱가포르법인,OC188,SGD,신한팩토링,2025-03-21,4639.79,0.0228,4534.0,비소구
FT1484,AR1919,싱가포르법인,OC188,SGD,BNP Paribas Factor,2025-07-05,86104.17,0.0224,84175.44,소구
FT1485,AR1920,싱가포르법인,OC188,SGD,우리은행 무역금융,2025-06-30,26861.43,0.029,26082.45,비소구
FT1486,AR1921,싱가포르법인,OC189,SGD,신한팩토링,2025-06-17,33110.36,0.0264,32236.25,소구
FT1487,AR1922,싱가포르법인,OC189,SGD,우리은행 무역금융,2025-03-14,18688.83,0.0264,18195.44,소구
FT1488,AR1923,싱가포르법인,OC189,SGD,IBK기업은행,2025-03-22,81475.59,0.0183,79984.59,소구
FT1489,AR1925,싱가포르법인,OC189,SGD,IBK기업은행,2025-01-17,91040.58,0.0155,89629.45,소구
FT1490,AR1927,싱가포르법인,OC189,SGD,BNP Paribas Factor,2025-07-23,5356.08,0.0279,5206.65,소구
FT1491,AR1931,독일법인,OC190,EUR,우리은행 무역금융,2025-08-27,5991.89,0.0306,5808.54,소구
FT1492,AR1932,독일법인,OC190,EUR,BNP Paribas Factor,2025-07-27,37073.74,0.0409,35557.42,소구
FT1493,AR1934,독일법인,OC190,EUR,IBK기업은행,2025-07-09,22211.5,0.0442,21229.75,소구
FT1494,AR1935,독일법인,OC190,EUR,HSBC Trade Finance,2025-05-08,34253.92,0.0241,33428.4,비소구
FT1495,AR1935,독일법인,OC190,EUR,신한팩토링,2025-05-03,31021.53,0.0386,29824.1,소구
FT1496,AR1936,독일법인,OC190,EUR,BNP Paribas Factor,2025-07-18,65998.05,0.034,63754.12,소구
FT1497,AR1938,독일법인,OC191,EUR,우리은행 무역금융,2025-05-12,61905.57,0.0273,60215.55,비소구
FT1498,AR1938,독일법인,OC191,EUR,신한팩토링,2025-05-09,24941.67,0.0369,24021.32,비소구
FT1499,AR1939,독일법인,OC191,EUR,BNP Paribas Factor,2025-01-25,8317.13,0.0344,8031.02,비소구
FT1500,AR1940,독일법인,OC191,EUR,BNP Paribas Factor,2025-07-28,29831.22,0.0382,28691.67,비소구
FT1501,AR1945,독일법인,OC191,EUR,우리은행 무역금융,2025-05-07,25296.71,0.0413,24251.96,소구
FT1502,AR1947,독일법인,OC191,EUR,HSBC Trade Finance,2025-03-02,43259.08,0.03,41961.31,소구
FT1503,AR1949,베트남법인,OC192,VND,HSBC Trade Finance,2025-05-01,108537.68,0.0329,104966.79,소구
FT1504,AR1950,베트남법인,OC192,VND,HSBC Trade Finance,2025-08-17,492937.72,0.0395,473466.68,소구
FT1505,AR1951,베트남법인,OC192,VND,우리은행 무역금융,2025-05-13,1893983.2,0.039,1820117.86,비소구
FT1506,AR1953,베트남법인,OC192,VND,IBK기업은행,2025-05-28,365674.02,0.0271,355764.25,비소구
FT1507,AR1954,베트남법인,OC192,VND,우리은행 무역금융,2025-01-22,2031344.96,0.0412,1947653.55,소구
FT1508,AR1955,베트남법인,OC192,VND,BNP Paribas Factor,2025-02-06,213205.2,0.0249,207896.39,소구
FT1509,AR1955,베트남법인,OC192,VND,IBK기업은행,2025-02-10,148698.39,0.0174,146111.04,소구
FT1510,AR1956,베트남법인,OC192,VND,우리은행 무역금융,2025-04-10,203534.49,0.0367,196064.77,소구
FT1511,AR1956,베트남법인,OC192,VND,HSBC Trade Finance,2025-04-13,139382.39,0.0265,135688.76,비소구
FT1512,AR1958,독일법인,OC193,EUR,HSBC Trade Finance,2025-08-17,7669.94,0.0381,7377.72,소구
FT1513,AR1959,독일법인,OC193,EUR,우리은행 무역금융,2025-06-06,42398.12,0.0236,41397.52,비소구
FT1514,AR1960,독일법인,OC193,EUR,IBK기업은행,2025-05-31,35238.24,0.0168,34646.24,소구
FT1515,AR1961,독일법인,OC193,EUR,BNP Paribas Factor,2025-03-06,11552.61,0.0178,11346.97,소구
FT1516,AR1961,독일법인,OC193,EUR,IBK기업은행,2025-03-14,5407.23,0.0297,5246.64,소구
FT1517,AR1963,독일법인,OC193,EUR,IBK기업은행,2025-04-05,44662.6,0.0346,43117.27,비소구
FT1518,AR1964,독일법인,OC193,EUR,신한팩토링,2025-05-15,38123.62,0.043,36484.3,소구
FT1519,AR1967,독일법인,OC193,EUR,HSBC Trade Finance,2025-06-21,55460.73,0.0428,53087.01,비소구
FT1520,AR1969,독일법인,OC193,EUR,IBK기업은행,2025-08-15,58797.77,0.0329,56863.32,소구
FT1521,AR1970,독일법인,OC193,EUR,IBK기업은행,2025-06-02,47707.97,0.0219,46663.17,비소구
FT1522,AR1974,미국법인,OC194,USD,BNP Paribas Factor,2025-02-22,19051.38,0.0373,18340.76,비소구
FT1523,AR1975,미국법인,OC194,USD,IBK기업은행,2025-08-21,47091.63,0.0375,45325.69,소구
FT1524,AR1976,미국법인,OC194,USD,우리은행 무역금융,2025-05-30,3606.2,0.0304,3496.57,소구
FT1525,AR1977,미국법인,OC194,USD,IBK기업은행,2025-01-17,41661.7,0.042,39911.91,소구
FT1526,AR1978,중국법인,OC195,CNY,신한팩토링,2025-08-22,1103958.78,0.0443,1055053.41,소구
FT1527,AR1980,중국법인,OC195,CNY,HSBC Trade Finance,2025-04-24,876633.01,0.0289,851298.32,소구
FT1528,AR1981,중국법인,OC195,CNY,BNP Paribas Factor,2025-03-31,1342461.69,0.0321,1299368.67,소구
FT1529,AR1982,중국법인,OC195,CNY,신한팩토링,2025-07-21,77667.07,0.0267,75593.36,소구
FT1530,AR1983,중국법인,OC195,CNY,HSBC Trade Finance,2025-06-05,900895.76,0.025,878373.37,비소구
FT1531,AR1983,중국법인,OC195,CNY,IBK기업은행,2025-05-25,660480.6,0.0285,641656.9,소구
FT1532,AR1985,중국법인,OC195,CNY,BNP Paribas Factor,2025-04-19,1662416.62,0.0437,1589769.01,비소구
FT1533,AR1986,중국법인,OC195,CNY,우리은행 무역금융,2025-04-08,1314913.16,0.0311,1274019.36,소구
FT1534,AR1987,중국법인,OC195,CNY,HSBC Trade Finance,2025-05-24,311786.25,0.0182,306111.74,소구
FT1535,AR1988,독일법인,OC196,EUR,HSBC Trade Finance,2025-04-06,85923.63,0.0233,83921.61,소구
FT1536,AR1989,독일법인,OC196,EUR,신한팩토링,2025-07-09,98446.08,0.0386,94646.06,소구
FT1537,AR1992,독일법인,OC196,EUR,BNP Paribas Factor,2025-05-26,35506.87,0.0184,34853.54,비소구
FT1538,AR1994,독일법인,OC196,EUR,IBK기업은행,2025-02-18,50094.29,0.0393,48125.58,비소구
FT1539,AR1995,중국법인,OC197,CNY,IBK기업은행,2025-05-23,1145149.62,0.0426,1096366.25,비소구
FT1540,AR1996,중국법인,OC197,CNY,우리은행 무역금융,2025-07-01,126854.58,0.0261,123543.68,소구
FT1541,AR1996,중국법인,OC197,CNY,HSBC Trade Finance,2025-07-16,117651.66,0.0378,113204.43,소구
FT1542,AR1997,중국법인,OC197,CNY,우리은행 무역금융,2025-04-21,1112927.29,0.0276,1082210.5,비소구
FT1543,AR1998,중국법인,OC197,CNY,우리은행 무역금융,2025-03-25,260990.18,0.0202,255718.18,소구
FT1544,AR2000,중국법인,OC197,CNY,IBK기업은행,2025-04-17,386354.31,0.0276,375690.93,소구
FT1545,AR2001,중국법인,OC197,CNY,BNP Paribas Factor,2025-08-14,1354223.47,0.0174,1330659.98,소구
FT1546,AR2003,중국법인,OC197,CNY,IBK기업은행,2025-01-18,1029508.18,0.044,984209.82,소구
FT1547,AR2004,중국법인,OC197,CNY,우리은행 무역금융,2025-08-26,593160.72,0.0288,576077.69,비소구
FT1548,AR2005,중국법인,OC197,CNY,신한팩토링,2025-08-08,1702241.58,0.0184,1670920.33,비소구
FT1549,AR2006,싱가포르법인,OC198,SGD,우리은행 무역금융,2025-03-21,29583.76,0.0443,28273.2,비소구
FT1550,AR2006,싱가포르법인,OC198,SGD,IBK기업은행,2025-03-12,14377.16,0.0166,14138.5,소구
FT1551,AR2007,싱가포르법인,OC198,SGD,우리은행 무역금융,2025-04-07,60326.95,0.0192,59168.67,비소구
FT1552,AR2008,싱가포르법인,OC198,SGD,HSBC Trade Finance,2025-04-03,30753.7,0.0305,29815.71,소구
FT1553,AR2009,싱가포르법인,OC198,SGD,IBK기업은행,2025-04-23,53874.78,0.0274,52398.61,비소구
FT1554,AR2010,싱가포르법인,OC198,SGD,BNP Paribas Factor,2025-05-30,15607.04,0.0415,14959.35,비소구
FT1555,AR2011,싱가포르법인,OC198,SGD,HSBC Trade Finance,2025-04-29,9303.63,0.0315,9010.57,소구
FT1556,AR2012,싱가포르법인,OC198,SGD,HSBC Trade Finance,2025-05-06,59228.24,0.0234,57842.3,소구
FT1557,AR2013,싱가포르법인,OC198,SGD,신한팩토링,2025-01-17,90305.76,0.0184,88644.13,소구
FT1558,AR2014,싱가포르법인,OC198,SGD,우리은행 무역금융,2025-02-03,49844.95,0.0189,48902.88,소구
FT1559,AR2015,싱가포르법인,OC198,SGD,IBK기업은행,2025-05-09,65313.82,0.0282,63471.97,비소구
FT1560,AR2015,싱가포르법인,OC198,SGD,BNP Paribas Factor,2025-05-12,28391.59,0.0409,27230.37,비소구
FT1561,AR2016,싱가포르법인,OC198,SGD,BNP Paribas Factor,2025-06-23,22601.71,0.0253,22029.89,소구
FT1562,AR2021,중국법인,OC199,CNY,IBK기업은행,2025-05-08,148649.68,0.0306,144101.0,비소구
FT1563,AR2022,중국법인,OC199,CNY,신한팩토링,2025-07-15,808223.32,0.0211,791169.81,소구
FT1564,AR2023,중국법인,OC199,CNY,우리은행 무역금융,2025-03-20,1017940.95,0.0339,983432.75,비소구
FT1565,AR2027,중국법인,OC199,CNY,IBK기업은행,2025-05-23,950078.37,0.0259,925471.34,소구
FT1566,AR2032,중국법인,OC200,CNY,BNP Paribas Factor,2025-02-19,2140861.09,0.0239,2089694.51,비소구
FT1567,AR2033,중국법인,OC200,CNY,IBK기업은행,2025-03-31,744825.29,0.0418,713691.59,비소구
FT1568,AR2034,중국법인,OC200,CNY,HSBC Trade Finance,2025-03-06,1511213.63,0.0226,1477060.2,소구
FT1569,AR2037,중국법인,OC200,CNY,HSBC Trade Finance,2025-03-08,319523.01,0.0161,314378.69,소구
FT1570,AR2039,중국법인,OC200,CNY,신한팩토링,2025-05-09,2800797.92,0.0261,2727697.09,비소구
FT1571,AR2040,중국법인,OC200,CNY,HSBC Trade Finance,2025-03-19,1208786.03,0.0329,1169016.97,비소구
FT1572,AR2042,중국법인,OC200,CNY,IBK기업은행,2025-06-17,142871.03,0.028,138870.64,소구
